MSZoning,LotArea,Street,Neighborhood,BldgType,OverallQual,OverallCond,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleCondition,SalePrice
RM,8520,Pave,OldTown,1Fam,6,8,VinylSd,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,Y,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2005,Unf,2,484,TA,TA,Y,106,0,0,0,0,NA,NA,NA,0,5,Normal,105900
RL,8400,Pave,SWISU,1Fam,6,5,Wd Sdng,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,0,552,940,Y,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940,Unf,1,240,TA,TA,Y,0,0,108,0,0,NA,NA,NA,0,6,Normal,140000
RL,11249,Pave,CollgCr,1Fam,6,5,VinylSd,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,Y,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1995,RFn,2,521,TA,TA,Y,0,26,0,0,0,NA,NA,NA,0,8,Normal,177500
RL,9248,Pave,Gilbert,1Fam,6,6,HdBoard,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,1158,Y,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1992,RFn,2,400,TA,TA,Y,120,26,0,0,0,NA,NA,NA,0,7,Normal,173000
RM,4224,Pave,MeadowV,TwnhsE,5,5,CemntBd,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,0,268,1142,Y,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1976,Fin,2,528,TA,TA,Y,536,90,0,0,0,NA,MnPrv,NA,0,8,Normal,134000
RL,6930,Pave,ClearCr,1Fam,5,4,Wd Sdng,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,Y,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,NA,BuiltIn,1958,Unf,1,288,TA,TA,Y,168,0,294,0,0,NA,NA,NA,0,7,Abnorml,130000
RL,12011,Pave,NoRidge,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,Y,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1998,RFn,2,592,TA,TA,Y,208,75,0,374,0,NA,NA,NA,0,6,Normal,280000
RL,7540,Pave,Mitchel,1Fam,6,6,VinylSd,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,Y,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978,RFn,2,470,TA,TA,Y,0,0,0,192,0,NA,MnPrv,NA,0,6,Normal,156000
RL,9144,Pave,BrkSide,1Fam,5,5,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,Y,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,N,0,0,0,0,0,NA,NA,NA,0,7,Normal,145000
RL,7301,Pave,Edwards,1Fam,7,5,HdBoard,Gd,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003,RFn,2,672,TA,TA,Y,0,0,177,0,0,NA,NA,NA,0,7,Normal,198500
RM,1680,Pave,BrDale,Twnhs,6,8,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,Y,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,NA,Detchd,1972,Unf,1,264,TA,TA,Y,250,0,0,0,0,NA,NA,NA,0,5,Normal,118000
RL,18800,Pave,NWAmes,1Fam,6,5,HdBoard,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,Y,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976,Fin,2,566,TA,TA,Y,306,111,0,0,0,NA,NA,NA,0,7,Normal,190000
RM,10690,Pave,IDOTRR,1Fam,5,7,VinylSd,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,Y,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1964,Unf,1,468,TA,Fa,Y,0,128,218,0,0,NA,NA,NA,0,7,Normal,147000
RL,9500,Pave,NAmes,1Fam,6,5,Plywood,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,Y,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963,RFn,2,514,TA,TA,Y,0,76,0,185,0,NA,NA,NA,0,7,Normal,159000
RL,9150,Pave,NAmes,1Fam,6,5,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,Y,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962,RFn,1,296,TA,TA,Y,64,110,0,0,0,NA,NA,NA,0,12,Normal,165000
RL,7800,Pave,NAmes,1Fam,5,6,HdBoard,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,Y,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954,Fin,1,244,TA,TA,Y,0,98,0,0,0,NA,NA,NA,0,3,Normal,132000
RL,9830,Pave,NAmes,1Fam,5,7,Wd Sdng,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,Y,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997,Fin,2,576,TA,TA,Y,364,17,0,182,0,NA,NA,NA,0,3,Normal,162000
RL,8121,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,Y,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,RFn,2,460,TA,TA,Y,100,40,0,0,0,NA,NA,NA,0,1,Normal,172400
RL,17120,Pave,ClearCr,1Fam,4,4,WdShing,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,Y,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991,Fin,2,680,TA,TA,N,0,59,0,0,0,NA,NA,NA,0,7,Normal,134432
RL,7175,Pave,SawyerW,TwnhsE,6,5,Plywood,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,Y,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1984,Unf,1,264,TA,TA,Y,353,0,0,90,0,NA,MnPrv,NA,0,2,Normal,125000
RL,10634,Pave,NAmes,1Fam,5,6,MetalSd,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,Y,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,NA,Attchd,1953,Unf,1,270,TA,TA,Y,66,0,0,0,0,NA,GdWo,NA,0,11,Normal,123000
RL,8200,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,Y,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,434,TA,TA,Y,100,48,0,0,0,NA,NA,NA,0,7,Normal,219500
RL,10020,Pave,Edwards,1Fam,1,1,Wd Sdng,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,N,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,NA,NA,NA,0,3,Normal,61000
RL,8846,Pave,CollgCr,1Fam,5,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,Y,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1998,Unf,2,576,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,148000
FV,11143,Pave,Somerst,1Fam,8,5,CemntBd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Y,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,610,TA,TA,Y,159,214,0,0,0,NA,NA,NA,0,12,Normal,340000
RL,11394,Pave,StoneBr,1Fam,9,2,VinylSd,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,Y,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010,Fin,3,834,TA,TA,Y,113,0,0,0,0,NA,NA,NA,0,6,Partial,394432
RL,8123,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,Y,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,463,TA,TA,Y,100,63,0,0,0,NA,NA,NA,0,6,Normal,179000
RL,5000,Pave,SWISU,1Fam,5,6,BrkFace,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,Y,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,1924,Unf,1,308,TA,TA,Y,0,0,242,0,0,NA,NA,NA,0,5,Normal,127000
FV,7200,Pave,Somerst,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,Y,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006,RFn,2,572,TA,TA,Y,216,121,0,0,0,NA,NA,NA,0,8,Partial,187750
RL,9245,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,Y,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2006,RFn,2,639,TA,TA,Y,144,53,0,0,0,NA,NA,NA,0,4,Normal,213500
RH,9000,Pave,SawyerW,1Fam,6,3,Wd Sdng,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,N,784,0,0,784,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950,Unf,2,360,Fa,Fa,N,0,0,91,0,0,NA,NA,NA,0,10,Normal,76000
RL,53107,Pave,ClearCr,1Fam,6,5,HdBoard,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,Y,1079,874,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992,Fin,2,501,TA,TA,Y,216,231,0,0,0,NA,NA,NA,0,6,Normal,240000
RL,3182,Pave,Blmngtn,TwnhsE,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,Y,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,Fin,2,430,TA,TA,Y,146,20,0,144,0,NA,NA,NA,0,4,Normal,192000
RL,8410,Pave,Edwards,1Fam,5,3,Wd Sdng,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,Y,658,526,0,1184,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,151,0,0,0,NA,NA,NA,0,5,AdjLand,81000
RL,7200,Pave,Edwards,1Fam,6,6,MetalSd,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,Y,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977,Unf,1,352,TA,TA,Y,296,0,0,0,0,NA,GdWo,NA,0,10,Abnorml,125000
RL,9382,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,Y,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,577,TA,TA,Y,120,25,0,0,0,NA,NA,NA,0,7,Normal,191000
RL,12474,Pave,NridgHt,1Fam,10,5,VinylSd,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,Y,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008,Fin,3,846,TA,TA,Y,196,134,0,0,0,NA,NA,NA,0,8,Partial,426000
RL,8405,Pave,Edwards,1Fam,5,8,MetalSd,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,Y,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1978,Unf,1,384,TA,TA,Y,0,130,112,0,0,NA,MnPrv,NA,0,4,Normal,119000
RL,12209,Pave,Mitchel,1Fam,6,5,VinylSd,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,Y,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,560,TA,TA,Y,125,192,0,0,0,NA,NA,NA,0,6,Normal,215000
RL,8339,Pave,NAmes,1Fam,5,7,MetalSd,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1959,RFn,1,294,TA,TA,Y,0,0,0,0,0,NA,MnPrv,Shed,1200,7,Normal,106500
RL,7446,Pave,BrkSide,1Fam,4,5,WdShing,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,Y,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,NA,GdWo,NA,0,4,Abnorml,100000
RL,10134,Pave,OldTown,1Fam,5,6,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,Y,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,Y,0,39,0,0,0,NA,NA,NA,0,7,Normal,109000
RL,9571,Pave,Edwards,1Fam,5,6,Wd Sdng,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1956,Unf,1,596,TA,TA,Y,44,0,0,0,0,NA,NA,NA,0,6,Normal,129000
RL,7200,Pave,CollgCr,1Fam,5,5,MetalSd,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,Y,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1985,RFn,2,600,TA,TA,Y,215,0,0,0,0,NA,NA,NA,0,9,Normal,123000
RL,7590,Pave,NAmes,1Fam,5,5,VinylSd,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,Y,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962,RFn,1,264,TA,TA,Y,0,168,0,0,0,NA,NA,NA,0,7,Normal,169500
RM,8967,Pave,IDOTRR,1Fam,5,2,MetalSd,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,Y,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,Detchd,1920,Unf,1,338,Po,Po,N,0,0,0,0,0,NA,NA,NA,0,11,Abnorml,67000
FV,8125,Pave,Somerst,1Fam,7,5,CemntBd,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,Y,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,438,TA,TA,Y,0,168,0,0,0,NA,NA,NA,0,10,Normal,241000
RL,14963,Pave,Veenker,TwnhsE,8,5,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,Y,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,Fin,2,500,TA,TA,Y,120,30,0,224,0,NA,NA,NA,0,12,Normal,245500
RL,8767,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,Y,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,400,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Partial,164990
RL,10200,Pave,Sawyer,1Fam,5,8,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,Y,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,N,168,0,0,0,0,NA,GdPrv,NA,0,8,Normal,108000
RL,12090,Pave,NoRidge,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,Y,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,Fin,2,420,TA,TA,Y,144,123,0,0,0,NA,NA,NA,0,7,Abnorml,258000
RL,10364,Pave,Gilbert,1Fam,6,5,MetalSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,Y,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,373,TA,TA,Y,0,40,0,0,0,NA,NA,NA,0,5,Normal,168000
RL,9991,Pave,Sawyer,1Fam,4,4,Plywood,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,Y,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,Unf,2,490,TA,TA,Y,120,78,0,0,0,NA,GdWo,NA,0,6,Normal,150000
RL,10480,Pave,SWISU,1Fam,6,5,MetalSd,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,Y,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,3,Normal,115000
RL,15576,Pave,Crawfor,1Fam,6,7,Wd Sdng,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,840,840,Y,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1960,Unf,1,308,TA,TA,Y,0,0,160,0,0,NA,NA,NA,0,3,Normal,177000
RL,14154,Pave,NridgHt,1Fam,7,5,VinylSd,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,Y,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,3,947,TA,TA,Y,192,62,0,0,0,NA,NA,NA,0,8,Partial,280000
FV,10800,Pave,Somerst,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,Y,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,Fin,3,836,TA,TA,Y,0,102,0,0,0,NA,NA,NA,0,4,Partial,339750
RL,9571,Pave,Edwards,1Fam,5,3,BrkComm,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,Y,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,Attchd,1958,Unf,1,350,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Abnorml,60000
RL,34650,Pave,Gilbert,2fmCon,5,5,Wd Sdng,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,N,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1955,Fin,2,572,TA,TA,Y,264,0,0,0,0,NA,NA,NA,0,1,Normal,145000
FV,4403,Pave,Somerst,1Fam,7,5,MetalSd,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,Y,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009,Fin,2,484,TA,TA,Y,0,144,0,0,0,NA,NA,NA,0,6,Partial,222000
RM,8960,Pave,OldTown,1Fam,5,6,WdShing,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,Y,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927,Unf,2,360,TA,TA,Y,0,0,130,0,0,NA,NA,NA,0,3,Normal,115000
RL,11228,Pave,SawyerW,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,Y,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,Unf,3,678,TA,TA,Y,196,187,0,0,0,NA,NA,NA,0,12,Normal,228000
RL,8899,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,Y,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,Fin,2,396,TA,TA,Y,100,30,0,0,0,NA,NA,NA,0,8,Partial,181134
RL,7844,Pave,Sawyer,1Fam,6,7,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,Y,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,3,Normal,149500
RL,22420,Pave,Crawfor,1Fam,6,6,Wd Sdng,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,N,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918,Unf,3,864,TA,TA,N,0,0,0,0,0,NA,NA,NA,0,11,Normal,239000
RL,8160,Pave,Edwards,1Fam,5,6,MetalSd,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,N,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1940,Unf,1,240,TA,TA,P,0,0,0,0,0,NA,NA,NA,0,4,AdjLand,126000
RL,8450,Pave,NAmes,1Fam,5,6,VinylSd,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,Y,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,Unf,1,304,TA,TA,Y,0,85,184,0,0,NA,NA,NA,0,7,Normal,142000
RM,7060,Pave,Mitchel,Duplex,7,5,VinylSd,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,Y,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,Attchd,1997,Fin,4,784,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,11,Alloca,206300
RL,16635,Pave,NWAmes,1Fam,6,7,CemntBd,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,Y,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977,Fin,2,529,TA,TA,Y,240,0,0,0,0,NA,NA,NA,0,6,Normal,215000
RL,21750,Pave,Mitchel,1Fam,5,5,HdBoard,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,Y,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1954,RFn,2,520,TA,TA,N,0,0,0,0,0,NA,NA,NA,0,2,Normal,113000
RL,9200,Pave,NoRidge,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,Y,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,3,696,TA,TA,Y,0,66,0,0,0,NA,NA,NA,0,6,Normal,315000
RL,9000,Pave,NAmes,1Fam,6,5,Wd Sdng,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,Y,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,1,297,TA,TA,Y,0,44,0,0,0,NA,NA,NA,0,5,Normal,139000
RM,3378,Pave,OldTown,1Fam,7,8,HdBoard,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,Y,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947,Unf,1,240,TA,TA,P,0,0,126,0,0,NA,NA,NA,0,9,Normal,135000
RL,12800,Pave,SawyerW,1Fam,7,5,Wd Sdng,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,Y,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989,Fin,2,569,TA,TA,Y,80,0,0,396,0,NA,NA,NA,0,8,Normal,275000
RL,8593,Pave,NAmes,1Fam,4,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,Y,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1964,Unf,1,352,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,109008
RL,6762,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,Y,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,2,628,TA,TA,Y,105,54,0,0,0,NA,NA,NA,0,9,Partial,195400
RL,11457,Pave,Timber,1Fam,6,5,HdBoard,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,Y,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,Unf,2,576,TA,TA,Y,0,0,169,0,0,NA,NA,NA,0,3,Normal,175000
RM,1680,Pave,BrDale,Twnhs,6,5,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,Y,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Abnorml,85400
RM,5586,Pave,OldTown,1Fam,6,7,MetalSd,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,Y,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,98,0,0,0,NA,MnPrv,NA,0,9,Abnorml,79900
RM,1920,Pave,BrDale,TwnhsE,5,5,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,Y,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,Detchd,1971,Unf,2,440,TA,TA,Y,240,36,0,0,0,NA,NA,NA,0,8,Normal,122500
RL,10839,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,Y,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,470,TA,TA,Y,0,36,0,0,0,NA,NA,NA,0,7,Normal,181000
RM,1890,Pave,MeadowV,Twnhs,4,7,CemntBd,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,Y,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,88,0,0,0,0,NA,NA,NA,0,6,Normal,81000
RL,10667,Pave,CollgCr,1Fam,7,6,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,Y,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996,RFn,2,550,TA,TA,Y,158,61,0,0,0,NA,NA,NA,0,4,Normal,212000
